BOX, DISTRICT, LAT, LONG
2461,9,-71.1141496065476,42.3132096622744
2462,9,-71.1144136057982,42.31160766156011
2463,9,-71.11551160577284,42.309745661777384
2464,9,-71.11761960700049,42.31170466183548
2466,9,-71.11883560819338,42.31122866227877
2468,9,-71.12073860835069,42.31339366257342
2472,9,-71.12365260997169,42.31615366268289
2471,9,-71.1252186106759,42.31182366177082
2483,9,-71.12744561000703,42.31185666220104
2482,9,-71.12928961070794,42.309680661357056
2484,9,-71.13321361185221,42.309485661528655
2485,9,-71.12747361036604,42.307926661467256
2486,9,-71.12770861077462,42.3067796611435
2487,9,-71.12570260976413,42.3070066610052
248,9,-71.12264260938667,42.30839266137922
2494,9,-71.124267608527,42.30605466051274
2496,9,-71.12540960910373,42.3028396602426
2495,9,-71.12937760993334,42.30423566048516
2465,9,-71.12012360840906,42.30891266171024
252,9,-71.10874760439337,42.31123866176441
2521,9,-71.11070160515578,42.31206766247874
2523,9,-71.11210560604022,42.3108276618169
2524,9,-71.10893660417234,42.310595661732656
2527,9,-71.11138360556302,42.309041662056565
251,9,-71.11447360571847,42.31043366291065
253,9,-71.1099406046319,42.30780066236589
2511,9,-71.11847360688326,42.30703466121238
2515,9,-71.11870860737838,42.305665661488675
2514,9,-71.11513260655494,42.306327661691995
2516,9,-71.1163406064603,42.304981661114546
2534,9,-71.11133660505271,42.30541066156114
255,9,-71.10702360363562,42.30696566095483
2541,9,-71.1045766036141,42.30941266238052
2545,9,-71.10249060201754,42.308855662534924
2547,9,-71.10265760218105,42.30666566210834
2551,9,-71.10929760450077,42.30467966194351
2554,9,-71.10697660366405,42.30355466050822
2553,9,-71.10558060269413,42.30474966130805
2555,9,-71.10441960234212,42.30277766084452
2557,9,-71.10813660279231,42.30024866079061
2552,12,-71.11123960445474,42.301167661191016
2559,12,-71.11108260455589,42.29935066078129
256,12,-71.11351660454093,42.299924659750495
2567,12,-71.11309360536873,42.298439659736715
2568,12,-71.11285860518348,42.29668765913769
2562,12,-71.11610460561326,42.296084659050116
2561,12,-71.11547760605401,42.29743065944309
2564,12,-71.11637160628061,42.29397365860312
2577,12,-71.11632460524463,42.292291658625864
2578,12,-71.11389360480598,42.29245465864994
2571,12,-71.11795560643915,42.291189658631566
2573,12,-71.11841060578587,42.28802365742749
2574,12,-71.11635560602907,42.28849865773922
2586,12,-71.11317160392467,42.28883465849414
2588,12,-71.11047360270557,42.28703765812758
2584,12,-71.11549360547409,42.28643365782772
2589,12,-71.10244260072004,42.29244265917868
2616,12,-71.11809060632758,42.29587365918342
2617,12,-71.12034860667752,42.29371565960214
2618,12,-71.12138360719666,42.29278765886891
2619,12,-71.12249660726894,42.29170865821195
2621,12,-71.12414260839365,42.29022465755308
2624,12,-71.12589860893605,42.288646656972425
2625,12,-71.12387660707691,42.286744657101494
2628,12,-71.1233586073503,42.286013657345364
2631,12,-71.12741960959445,42.28710365705013
2632,12,-71.12665160910821,42.28556165766739
2641,12,-71.12720060893204,42.28492365685463
2634,12,-71.1244406071308,42.28390265728291
2638,12,-71.12248060710377,42.28180265588704
2635,12,-71.12201060695737,42.28437865662524
2636,12,-71.1206936064876,42.28472665656642
2626,12,-71.12108560662226,42.28702265757953
2639,12,-71.12072460664841,42.28067765672466
2649,12,-71.12080260685465,42.27930965605877
2651,10,-71.12933261004763,42.28210465649986
